episode,start,end,months,price_start,price_min,price_max,max_drawdown_%,ann_vol
GFC_2008,2007-01-01,2009-12-01,36,54.5030434782609,40.5117391304348,133.585217391304,-25.670684524996624,0.4150762029128619
Oil_Glut_2014,2014-01-01,2016-12-01,36,107.926956521739,32.0452380952381,112.240952380952,-70.30840197112069,0.3646282035025458
COVID_2020,2019-01-01,2021-12-01,36,59.9447826086956,26.8486363636364,83.8652380952381,-55.21105391457082,0.43506533772289546
Energy_Crisis_2022,2021-01-01,2023-12-01,36,55.2247619047619,55.2247619047619,117.692727272727,0.0,0.26362129085434644
