scenario,duration_months,peak_cost,min_cost,max_drawdown_pct
Oil_Glut_2014,36,112.240952380952,32.0452380952381,-71.44960247087464
GFC_2008,36,133.585217391304,40.5117391304348,-69.67348639201151
COVID_2020,36,83.8652380952381,26.8486363636364,-67.98597729711702
Energy_Crisis_2022,36,117.692727272727,55.2247619047619,-53.07716697159148
